No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
577,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-05-05,Unknown,Male,35 - 40,Subadults and adults
578,Southern,Monaragala,Thanamalvila,2012-05-05,Unknown,Male,35,Subadults and adults
579,Polonnaruwa,Trincomalee,Seruvila,2012-05-06,Gunshot,Male,35,Subadults and adults
580,Polonnaruwa,Trincomalee,Kinniya,2012-05-07,Hakkapatas,Female,5 - 6,Juvenile
581,Polonnaruwa,Polonnaruwa,Medirigiriya,2012-05-07,Unknown,Unknown,10 - 12,Juvenile
582,North Western,Kurunegala,Polpithigama,2012-05-07,Drought,Female, 8 - 10,Juvenile
583,Polonnaruwa,Polonnaruwa,Koralai Pattu (Valachchenai),2012-05-07,Train Accident,Male,30,Subadults and adults
584,Eastern,Ampara,Thirukkovil,2012-05-09,Other,Male,40 - 45,Subadults and adults
585,North Western,Anuradhapura,Horowpothana,2012-05-10,Hakkapatas,Male,10,Juvenile
586,Polonnaruwa,Trincomalee,Kantalai,2012-05-10,Other,Female,3.5 - 4,Calf
587,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-05-11,Accident,Male,12 - 15,Subadults and adults
588,Southern,Monaragala,Wellawaya,2012-05-13,Unknown,Male,35,Subadults and adults
589,North Western,Vavuniya,Vavuniya North,2012-05-14,Unknown,Male,20 - 25,Subadults and adults
590,YalaBundala,Monaragala,Katharagama,2012-05-14,Unknown,Male,50,Subadults and adults
591,North Western,Vavuniya,Vavuniya North,2012-05-14,Unknown,Male,20 - 25,Subadults and adults
592,Eastern,Ampara,Siyambalanduwa,2012-05-16,Unknown,Male,40 - 45,Subadults and adults
593,Eastern,Monaragala,Madulla,2012-05-17,Gunshot,Female,40 - 45,Subadults and adults
594,North Western,Puttalam,Karuwalagaswewa,2012-05-19,Gunshot,Female,28,Subadults and adults
595,North Western,Puttalam,Karuwalagaswewa,2012-05-21,Injured,Female,15 - 18,Subadults and adults
596,North Western,Mannar,Musali,2012-05-21,Unknown,Female,3 - 4,Calf
597,North Western,Mannar,Porativu Pattu,2012-05-22,Unknown,Male,30,Subadults and adults
598,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-05-23,Unknown,Male,15,Subadults and adults
599,North Western,Anuradhapura,Kebithigollewa,2012-05-23,Unknown,Male,30 - 35,Subadults and adults
600,Eastern,Ampara,Siyambalanduwa,2012-05-25,Gunshot,Male,20 - 25,Subadults and adults
601,Polonnaruwa,Trincomalee,Seruvila,2012-05-25,Unknown,Male,4.5,Juvenile
602,North Western,Vavuniya,Vavuniya,2012-05-31,Unknown,Male,Unknown,Unknown
603,North Western,Vavuniya,Vavuniya North,2012-06-06,Unknown,Female,15,Subadults and adults
604,Eastern,Ampara,Uhana,2012-06-07,Septicemia,Male,5 Months,Infant
605,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2012-06-11,Unknown,Male,35 - 40,Subadults and adults
606,North Western,Vavuniya,Vavuniya North,2012-06-13,Hakkapatas,Male,01 Month,Infant
607,Eastern,Ampara,Lahugala,2012-06-14,Unknown,Male,35 - 40,Subadults and adults
608,Polonnaruwa,Trincomalee,Morawewa,2012-06-16,Unknown,Male,6 - 7,Juvenile
609,Eastern,Ampara,Damana,2012-06-19,Hakkapatas,Female,20 - 22,Subadults and adults
610,Southern,Monaragala,Katharagama,2012-06-21,Accident,Male,1.5,Calf
611,North Western,Puttalam,Karuwalagaswewa,2012-06-25,Accident,Male,1,Calf
612,Polonnaruwa,Polonnaruwa,Hingurakgoda,2012-06-25,Unknown,Female,15,Subadults and adults
613,North Western,Anuradhapura,Horowpothana,2012-06-25,Hakkapatas,Female,4,Calf
614,Central,Kandy,Udadumbara,2012-06-25,Accident,Unknown,9 Months,Infant
615,North Western,Kurunegala,Nikaweratiya,2012-06-25,Poisned,Male,20,Subadults and adults
616,Polonnaruwa,Polonnaruwa,Hingurakgoda,2012-06-25,Unknown,Female,30,Subadults and adults
617,Eastern,Monaragala,Madulla,2012-06-26,Gunshot,Male,35 - 40,Subadults and adults
618,Eastern,Ampara,Ampara,2012-06-26,Unknown,Male,35 - 40,Subadults and adults
619,North Western,Puttalam,Puttalam,2012-06-27,Gunshot,Unknown,30,Subadults and adults
620,Central,Badulla,Kandaketiya,2012-06-28,Gunshot,Male,35,Subadults and adults
621,Southern,Monaragala,Badalkumbura,2012-07-01,Unknown,Male,Unknown,Unknown
622,Polonnaruwa,Trincomalee,Morawewa,2012-07-04,Other,Male,2 Months,Infant
623,North Western,Vavuniya,Vavuniya South,2012-07-05,Hakkapatas,Male,6 - 10,Juvenile
624,Polonnaruwa,Matale,Dambulla,2012-07-08,Gunshot,Female,4 - 5,Juvenile
625,Southern,Badulla,Badalkumbura,2012-07-15,Unknown,Male,07,Juvenile
626,Uva,Monaragala,Wellawaya,2012-07-15,Accident,Male,07,Juvenile
627,North Western,Puttalam,Vanathavilluwa,2012-07-17,Accident,Unknown,15,Subadults and adults
628,North Western,Kurunegala,Galgamuwa,2012-07-17,Gunshot,Unknown,20 - 25,Subadults and adults
629,Polonnaruwa,Ampara,Padiyathalawa,2012-07-19,Natural,Female,30,Subadults and adults
630,Polonnaruwa,Trincomalee,Kantalai,2012-07-25,Hakkapatas,Female,20 - 25,Subadults and adults
631,North Western,Anuradhapura,Palugaswewa,2012-07-29,Nivukeniya,Male,6 - 7,Juvenile
632,Southern,Ratnapura,Embilipitiya,2012-07-31,Natural,Male,Unknown,Unknown
633,Eastern,Ampara,Siyambalanduwa,2012-08-04,Gunshot,Male,35 - 40,Subadults and adults
634,Eastern,Badulla,Mahiyanganaya,2012-08-05,Unknown,Male,35 - 40,Subadults and adults
635,Polonnaruwa,Trincomalee,Morawewa,2012-08-07,Hakkapatas,Male,5 - 6,Juvenile
636,Southern,Ratnapura,Balangoda,2012-08-10,Unknown,Unknown,1.5,Calf
637,Central,Kandy,Udadumbara,2012-08-13,Gunshot,Male,45,Subadults and adults
638,North Western,Kurunegala,Galgamuwa,2012-08-17,Hakkapatas,Female,15,Subadults and adults
639,Eastern,Ampara,Lahugala,2012-08-17,Unknown,Male,1 - 1.5,Calf
640,Southern,Hambantota,Hambantota,2012-08-17,Unknown,Male,1 Week,Infant
641,Polonnaruwa,Polonnaruwa,Elahera,2012-08-18,Gunshot,Male,35,Subadults and adults
642,North Western,Kurunegala,Palagala,2012-08-18,Accident,Male,45,Subadults and adults
643,Polonnaruwa,Polonnaruwa,Thamankaduwa,2012-08-20,Gunshot,Male,24,Subadults and adults
644,Eastern,Ampara,Lahugala,2012-08-23,Gunshot,Male,40 - 45,Subadults and adults
645,Eastern,Ampara,Dehiattakandiya,2012-08-27,Gunshot,Female,35,Subadults and adults
646,Uva,Monaragala,Katharagama,2012-08-28,Unknown,Male,1 Week,Infant
647,Uva,Hambantota,Lunugamvehera,2012-08-29,Accident,Female,30 - 35,Subadults and adults
648,Polonnaruwa,Polonnaruwa,Thamankaduwa,2012-08-29,Gunshot,Male,25,Subadults and adults
649,Central,Nuwara Eliya,Walapane,2012-08-31,Unknown,Male,04,Calf
650,Polonnaruwa,Trincomalee,Morawewa,2012-09-01,Unknown,Male,16 - 18,Subadults and adults
651,Polonnaruwa,Polonnaruwa,Welikanda,2012-09-02,Injured,Female, 5 - 6,Juvenile
652,Uva,Monaragala,Siyambalanduwa,2012-09-04,Unknown,Female,25 - 30,Subadults and adults
653,Polonnaruwa,Polonnaruwa,Welikanda,2012-09-04,Injured,Male,8 - 9,Juvenile
654,Anuradhapura,Anuradhapura,Nochchiyagama,2012-09-07,Hakkapatas,Male,03,Calf
655,North Western,Kurunegala,Galgamuwa,2012-09-07,Hakkapatas,Male,9 - 10,Juvenile
656,Eastern,Ampara,Lahugala,2012-09-08,Poisned,Female,3.5 Months,Infant
657,Uva,Monaragala,Ampara,2012-09-09,Septicemia,Male,1 Week,Infant
658,Eastern,Ampara,Damana,2012-09-11,Unknown,Female,25 - 30,Subadults and adults
659,Eastern,Monaragala,Siyambalanduwa,2012-09-14,Unknown,Female,25 - 30,Subadults and adults
660,Anuradhapura,Anuradhapura,Kekirawa,2012-09-14,Train Accident,Male,08,Juvenile
661,Eastern,Ampara,Damana,2012-09-17,Hakkapatas,Female,25 - 30,Subadults and adults
662,Anuradhapura,Vavuniya,Vavuniya,2012-09-20,Hakkapatas,Male,05,Juvenile
663,Polonnaruwa,Trincomalee,Muttur,2012-09-20,Gunshot,Male,35,Subadults and adults
664,Eastern,Ampara,Mahaoya,2012-09-21,Hakkapatas,Male,20,Subadults and adults
665,Anuradhapura,Anuradhapura,Thirappane,2012-09-22,Other,Male,20,Subadults and adults
666,Polonnaruwa,Trincomalee,Morawewa,2012-09-22,Unknown,Male,6 - 7,Juvenile
667,Eastern,Ampara,Dehiattakandiya,2012-09-23,Gunshot,Female,07,Juvenile
668,Uva,Monaragala,Madulla,2012-09-24,Unknown,Female,25 - 27,Subadults and adults
669,Uva,Hambantota,Thissamaharama,2012-09-25,Unknown,Male,02,Calf
670,North Western,Puttalam,Karuwalagaswewa,2012-09-26,Gunshot,Female,15 - 16,Subadults and adults
671,Eastern,Monaragala,Madulla,2012-09-27,Gunshot,Female,20 - 25,Subadults and adults
672,Southern,Monaragala,Thanamalvila,2012-09-27,Poisned,Male,05,Juvenile
673,Uva,Monaragala,Wellawaya,2012-09-29,Electrocuted,Male,17 - 20,Subadults and adults
674,Anuradhapura,Anuradhapura,Palugaswewa,2012-10-02,Accident,Male,01,Calf
675,Polonnaruwa,Matale,Wilgamuwa,2012-10-06,Accident,Female,40,Subadults and adults
676,Southern,Hambantota,Hambantota,2012-10-07,Unknown,Male,04,Calf
677,Anuradhapura,Anuradhapura,Thalawa,2012-10-07,Accident,Male,40,Subadults and adults
678,Uva,Hambantota,Lunugamvehera,2012-10-09,Natural,Male,04,Calf
679,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2012-10-09,Hakkapatas,Male,20,Subadults and adults
680,Anuradhapura,Anuradhapura,Maha Vilachchiya,2012-10-12,Electrocuted,Male,40,Subadults and adults
681,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2012-10-13,Unknown,Male,10 - 15,Unknown
682,Eastern,Ampara,Dehiattakandiya,2012-10-14,Gunshot,Male,Unknown,Unknown
683,Polonnaruwa,Trincomalee,Kantalai,2012-10-16,Hakkapatas,Male,4 - 5,Juvenile
684,Anuradhapura,Mannar,Musali,2012-10-17,Unknown,Male,5 - 8,Juvenile
685,North Western,Kurunegala,Ambanpola,2012-10-21,Train Accident,Male,20 - 25,Subadults and adults
686,North Western,Puttalam,Anamaduwa,2012-10-26,Unknown,Male,25 - 30,Subadults and adults
687,Anuradhapura,Anuradhapura,Kebithigollewa,2012-10-28,Unknown,Male,18 - 20,Subadults and adults
688,Southern,Ratnapura,Embilipitiya,2012-10-31,Natural,Female,Unknown,Unknown
689,Southern,Ratnapura,Embilipitiya,2012-10-31,Natural,Male,Unknown,Unknown
690,Anuradhapura,Anuradhapura,Horowpothana,2012-11-01,Hakkapatas,Female,05,Juvenile
691,Eastern,Ampara,Mahaoya,2012-11-05,Gunshot,Male,Unknown,Unknown
692,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-11-05,Unknown,Male,45 - 50,Subadults and adults
693,Polonnaruwa,Polonnaruwa,Unknown,2012-11-06,Electrocuted,Male,35,Subadults and adults
694,Anuradhapura,Anuradhapura,Horowpothana,2012-11-08,Hakkapatas,Female,15,Subadults and adults
695,North Western,Puttalam,Karuwalagaswewa,2012-11-09,Other,Unknown,1,Calf
696,North Western,Kurunegala,Polpithigama,2012-11-11,Poisned,Male,40 - 50,Subadults and adults
697,Eastern,Ampara,Mahaoya,2012-11-11,Gunshot,Male,Unknown,Unknown
698,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2012-11-11,Electrocuted,Male,35 - 40,Subadults and adults
699,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2012-11-11,Electrocuted,Male,35 - 40,Subadults and adults
700,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2012-11-11,Electrocuted,Male,35 - 40,Subadults and adults
701,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2012-11-11,Electrocuted,Male,35 - 40,Subadults and adults
702,Anuradhapura,Anuradhapura,Medawachchiya,2012-11-12,Gunshot,Male,Unknown,Unknown
703,Uva,Monaragala,Wellawaya,2012-11-13,Unknown,Male,10 - 15,Unknown
704,Polonnaruwa,Polonnaruwa,Unknown,2012-11-16,Hakkapatas,Female,18 - 20,Subadults and adults
705,North Western,Puttalam,Vanathavilluwa,2012-11-18,Unknown,Male,10 ,Juvenile
706,Eastern,Ampara,Damana,2012-11-18,Hakkapatas,Female,10 - 15,Unknown
707,Anuradhapura,Anuradhapura,Nachchadoowa,2012-11-19,Gunshot,Male,15,Subadults and adults
708,Southern,Hambantota,Hambantota,2012-11-20,Unknown,Unknown,Unknown,Unknown
709,Anuradhapura,Anuradhapura,Medawachchiya,2012-11-22,Accident,Unknown,Unknown,Unknown
710,Anuradhapura,Anuradhapura,Medawachchiya,2012-11-22,Train Accident,Female,20,Subadults and adults
711,Polonnaruwa,Polonnaruwa,Unknown,2012-11-28,Land mine,Female,25 - 30,Subadults and adults
712,Anuradhapura,Anuradhapura,Padaviya,2012-11-28,Land mine,Male,35,Subadults and adults
713,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2012-11-28,Land mine,Female,25 - 30,Subadults and adults
714,Uva,Hambantota,Thissamaharama,2012-11-29,Unknown,Male,8 - 10,Juvenile
715,Polonnaruwa,Batticaloa,Koralai Pattu (Valachchenai),2012-11-29,Electrocuted,Male,35 - 40,Subadults and adults
716,Polonnaruwa,Batticaloa,Koralai Pattu (Valachchenai),2012-11-29,Electrocuted,Male,25 - 35,Subadults and adults
717,Polonnaruwa,Batticaloa,Koralai Pattu (Valachchenai),2012-11-29,Electrocuted,Male,35 - 40,Subadults and adults
718,Polonnaruwa,Batticaloa,Koralai Pattu (Valachchenai),2012-11-29,Electrocuted,Male,35 - 40,Subadults and adults
719,Anuradhapura,Anuradhapura,Palugaswewa,2012-11-30,Accident,Male,35 - 40,Subadults and adults
720,Uva,Monaragala,Buttala,2012-12-10,Unknown,Male,02,Calf
721,Polonnaruwa,Trincomalee,Kinniya,2012-12-10,Unknown,Male,4 - 5,Juvenile
722,Eastern,Ampara,Mahaoya,2012-12-11,Gunshot,Female,30 - 35,Subadults and adults
723,Southern,Hambantota,Hambantota,2012-12-15,Accident,Male,35 - 40,Subadults and adults
724,Polonnaruwa,Trincomalee,Kantalai,2012-12-16,Hakkapatas,Male,05,Juvenile
725,North Western,Puttalam,Karuwalagaswewa,2012-12-17,Unknown,Female,25,Subadults and adults
726,Polonnaruwa,Polonnaruwa,Hingurakgoda,2012-12-21,Train Accident,Female,15 - 20,Subadults and adults
727,Polonnaruwa,Polonnaruwa,Hingurakgoda,2012-12-21,Train Accident,Female,15 - 20,Subadults and adults
728,Polonnaruwa,Trincomalee,Kinniya,2012-12-22,Unknown,Female,15 - 20,Subadults and adults
729,Polonnaruwa,Polonnaruwa,Welikanda,2012-12-23,Unknown,Male,45,Subadults and adults
730,North Western,Kurunegala,Ambanpola,2012-12-27,Train Accident,Female,25 - 30,Subadults and adults
731,Anuradhapura,Vavuniya,Padaviya,2012-12-29,Electrocuted,Female,25,Subadults and adults
732,Southern,Ratnapura,Embilipitiya,2012-12-31,Natural,Male,Unknown,Unknown
733,Eastern,Ampara,Damana,2013-01-01,Unknown,Male,25,Subadults and adults
734,Anuradhapura,Mullaitivu,Oddusuddan,2013-01-04,Hakkapatas,Male,4-6,Juvenile
735,Uva,Monaragala,Wellawaya,2013-01-06,Unknown,Male,35-40,Subadults and adults
736,Eastern,Ampara,Lahugala,2013-01-09,Unknown,Male,15-20,Subadults and adults
737,Polonnaruwa,Trincomalee,Kuchchaveli,2013-01-11,Unknown,Female,5-6,Juvenile
738,Southern,Monaragala,Sevanagala,2013-01-13,Gunshot,Male,10-12,Juvenile
739,Anuradhapura,Anuradhapura,Palugaswewa,2013-01-13,Body destroyed,Unknown,Unknown,Unknown
740,Central,Nuwara Eliya,Walapane,2013-01-17,Natural,Male,45,Subadults and adults
741,Southern,Hambantota,Hambantota,2013-01-17,Electrocuted,Male,25,Subadults and adults
742,Anuradhapura,Anuradhapura,Medawachchiya,2013-01-18,Gunshot,Male,50-60,Subadults and adults
743,Anuradhapura,Anuradhapura,Thirappane,2013-01-23,Gunshot,Male,35,Subadults and adults
744,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-01-24,Train Accident,Male,35,Subadults and adults
745,Anuradhapura,Vavuniya,Vavuniya South,2013-01-24,Poisned,Male,4-6,Juvenile
746,Anuradhapura,Anuradhapura,Palugaswewa,2013-01-25,Electrocuted,Male,40,Subadults and adults
747,Anuradhapura,Anuradhapura,Thirappane,2013-01-25,Gunshot,Male,8,Juvenile
748,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-01-30,Hakkapatas,Male,10-12,Juvenile
749,Polonnaruwa,Trincomalee,Kinniya,2013-02-01,Hakkapatas,Male,10-12,Juvenile
750,Polonnaruwa,Trincomalee,Kantalai,2013-02-02,Body destroyed,Male,20-25,Subadults and adults
751,Uva,Monaragala,Medagama,2013-02-03,Gunshot,Female,10-12,Juvenile
752,Eastern,Monaragala,Medagama,2013-02-03,Severe hemorrhage,Female,12-15,Subadults and adults
753,Southern,Ratnapura,Balangoda,2013-02-03,Unknown,Male,Unknown,Unknown
754,Polonnaruwa,Trincomalee,Kantalai,2013-02-03,Unknown,Male,15,Subadults and adults
755,Anuradhapura,Anuradhapura,N. Palatha Central,2013-02-05,Electrocuted,Male,30,Subadults and adults
756,Anuradhapura,Vavuniya,Padaviya,2013-02-06,Electrocuted,Female,15,Subadults and adults
757,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2013-02-07,Hakkapatas,Male,8-10,Juvenile
758,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-02-07,Train Accident,Female,2.5,Calf
759,Anuradhapura,Vavuniya,Vavuniya,2013-02-08,Electrocuted,Male,35,Subadults and adults
760,Polonnaruwa,Trincomalee,Seruvila,2013-02-11,Gunshot,Male,25-30,Subadults and adults
761,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-02-14,Accident,Female,2-3,Calf
762,Polonnaruwa,Trincomalee,Kantalai,2013-02-14,Natural,Female,35-40,Subadults and adults
763,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-02-15,Gunshot,Male,40-45,Subadults and adults
764,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2013-02-15,Unknown,Female,25-30,Subadults and adults
765,Central,Kandy,Udadumbara,2013-02-16,Unknown,Male,30,Subadults and adults
766,Eastern,Ampara,Uhana,2013-02-16,Electrocuted,Male,30-35,Subadults and adults
767,Eastern,Ampara,Pothuvil,2013-02-17,Natural,Male,35-40,Subadults and adults
768,North Western,Kurunegala,Nikaweratiya,2013-02-22,Gunshot,Male,15-20,Subadults and adults
769,Anuradhapura,Anuradhapura,Palugaswewa,2013-02-22,Electrocuted,Female,35,Subadults and adults
770,Anuradhapura,Anuradhapura,Palugaswewa,2013-02-22,Electrocuted,Male,40,Subadults and adults
771,Eastern,Ampara,Uhana,2013-02-25,Unknown,Unknown,Unknown,Unknown
772,Uva,Monaragala,Katharagama,2013-03-01,Unknown,Unknown,45-50,Subadults and adults
773,Polonnaruwa,Polonnaruwa,Welikanda,2013-03-01,Unknown,Male,4,Calf
774,North Western,Puttalam,Vanathavilluwa,2013-03-07,Unknown,Male,40-45,Subadults and adults
775,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2013-03-09,Hakkapatas,Female,40,Subadults and adults
776,Anuradhapura,Mannar,Nanaddan,2013-03-12,Unknown,Unknown,Unknown,Unknown
777,Anuradhapura,Anuradhapura,Thirappane,2013-03-12,Injured,Male,15,Subadults and adults
778,Eastern,Ampara,Thirukkovil,2013-03-14,Natural,Female,6 Months,Infant
779,Anuradhapura,Mannar,Nanaddan,2013-03-14,Unknown,Unknown,Unknown,Unknown
780,Polonnaruwa,Trincomalee,Kuchchaveli,2013-03-14,Hakkapatas,Male,25-30,Subadults and adults
781,Polonnaruwa,Trincomalee,Kantalai,2013-03-14,Accident,Male,3-4,Calf
782,Southern,Ratnapura,Weligepola,2013-03-15,Electrocuted,Male,25-40,Subadults and adults
783,Polonnaruwa,Polonnaruwa,Medirigiriya,2013-03-15,Unknown,Male,15-20,Subadults and adults
784,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-03-16,Hakkapatas,Male,30,Subadults and adults
785,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-03-16,Hakkapatas,Male,30,Subadults and adults
786,Anuradhapura,Anuradhapura,Kekirawa,2013-03-18,Gunshot,Female,20,Subadults and adults
787,Anuradhapura,Vavuniya,Padaviya,2013-03-19,Gunshot,Male,15,Subadults and adults
788,Uva,Monaragala,Katharagama,2013-03-20,Gunshot,Male,40,Subadults and adults
789,Polonnaruwa,Trincomalee,Seruvila,2013-03-20,Other,Female,30,Subadults and adults
790,Uva,Monaragala,Wellawaya,2013-03-20,Electrocuted,Male,30-35,Subadults and adults
791,Eastern,Ampara,Mahiyanganaya,2013-03-20,Septicemia,Female,35-40,Subadults and adults
792,Polonnaruwa,Trincomalee,Kantalai,2013-03-21,Unknown,Male,30,Subadults and adults
793,Eastern,Monaragala,Madulla,2013-03-21,Septicemia,Female,20-25,Subadults and adults
794,Polonnaruwa,Polonnaruwa,Welikanda,2013-03-22,Unknown,Female,35-40,Subadults and adults
795,Uva,Monaragala,Madulla,2013-03-22,Gunshot,Female,12-20,Subadults and adults
796,Anuradhapura,Anuradhapura,Ipalogama,2013-03-23,Poisned,Female,15,Subadults and adults
797,Polonnaruwa,Trincomalee,Kantalai,2013-03-24,Unknown,Male,20,Subadults and adults
798,North Western,Kurunegala,Giribawa,2013-03-26,Hakkapatas,Male,Unknown,Unknown
799,Central,Kandy,Medadumbara,2013-03-28,Electrocuted,Female,15-17,Subadults and adults
800,Central,Kandy,Medadumbara,2013-03-28,Electrocuted,Male,15-17,Subadults and adults
801,North Western,Kurunegala,Mahawa,2013-03-29,Electrocuted,Female,30,Subadults and adults
802,North Western,Kurunegala,Mahawa,2013-03-29,Electrocuted,Male,4,Calf
803,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2013-03-29,Septicemia,Male,20-25,Subadults and adults
804,Polonnaruwa,Polonnaruwa,Lankapura,2013-04-01,Other,Male,6,Juvenile
805,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-04-02,Accident,Male,7,Juvenile
806,Polonnaruwa,Polonnaruwa,Welikanda,2013-04-03,Hakkapatas,Female,10-12,Juvenile
807,Anuradhapura,Anuradhapura,Horowpothana,2013-04-08,Hakkapatas,Male,15,Subadults and adults
808,Anuradhapura,Anuradhapura,Nachchadoowa,2013-04-19,Gunshot,Female,2-3,Calf
809,Uva,Monaragala,Wellawaya,2013-04-19,Unknown,Male,20,Subadults and adults
810,Uva,Monaragala,Bibile,2013-04-19,Unknown,Male,40,Subadults and adults
811,North Western,Kurunegala,Ehetuwewa,2013-04-22,Gunshot,Unknown,1 Week,Infant
812,North Western,Kurunegala,Ehetuwewa,2013-04-22,Gunshot,Female,30-35,Subadults and adults
813,Uva,Hambantota,Thissamaharama,2013-04-23,Unknown,Male,10,Juvenile
814,Anuradhapura,Anuradhapura,Maha Vilachchiya,2013-04-23,Natural,Female,2,Calf
815,North Western,Puttalam,Vanathavilluwa,2013-04-23,Unknown,Male,35-40,Subadults and adults
816,Polonnaruwa,Polonnaruwa,Lankapura,2013-04-25,Gunshot,Male,35-40,Subadults and adults
817,Uva,Hambantota,Thissamaharama,2013-04-29,Unknown,Male,5,Juvenile
818,Anuradhapura,Anuradhapura,Kebithigollewa,2013-05-06,Hakkapatas,Male,1-2,Calf
819,Anuradhapura,Anuradhapura,Horowpothana,2013-05-07,Gunshot,Male,18,Subadults and adults
820,Anuradhapura,Anuradhapura,Kekirawa,2013-05-08,Gunshot,Female,35,Subadults and adults
821,North Western,Puttalam,Karuwalagaswewa,2013-05-08,Injured,Female,20-25,Subadults and adults
822,Anuradhapura,Vavuniya,Vavuniya South,2013-05-13,Injured,Male,35,Subadults and adults
823,Uva,Monaragala,Siyambalanduwa,2013-05-13,Unknown,Female,Unknown,Unknown
824,Polonnaruwa,Polonnaruwa,Dambulla,2013-05-14,Electrocuted,Male,15-20,Subadults and adults
825,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-05-16,Hakkapatas,Male,15-20,Subadults and adults
826,Uva,Hambantota,Thissamaharama,2013-05-18,Unknown,Unknown,3,Calf
827,Eastern,Ampara,Lahugala,2013-05-22,Body destroyed,Unknown,7-10,Juvenile
828,Eastern,Ampara,Ampara,2013-05-22,Poisned,Female,1.5,Calf
