No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category,Main_Cause
732,Southern,Ratnapura,Embilipitiya,2012-12-31,Natural,Male,Unknown,Unknown,Natural
733,Eastern,Ampara,Damana,2013-01-01,Unknown,Male,25,Subadults and adults,Unknown
734,Anuradhapura,Mullaitivu,Oddusuddan,2013-01-04,Hakkapatas,Male,4-6,Juvenile,Intentional
735,Uva,Monaragala,Wellawaya,2013-01-06,Unknown,Male,35-40,Subadults and adults,Unknown
736,Eastern,Ampara,Lahugala,2013-01-09,Unknown,Male,15-20,Subadults and adults,Unknown
737,Polonnaruwa,Trincomalee,Kuchchaveli,2013-01-11,Unknown,Female,5-6,Juvenile,Unknown
738,Southern,Monaragala,Sevanagala,2013-01-13,Gunshot,Male,10-12,Juvenile,Intentional
739,Anuradhapura,Anuradhapura,Palugaswewa,2013-01-13,Body destroyed,Unknown,Unknown,Unknown,Unknown
740,Central,Nuwara Eliya,Walapane,2013-01-17,Natural,Male,45,Subadults and adults,Natural
741,Southern,Hambantota,Hambantota,2013-01-17,Electrocuted,Male,25,Subadults and adults,Unintentional
742,Anuradhapura,Anuradhapura,Medawachchiya,2013-01-18,Gunshot,Male,50-60,Subadults and adults,Intentional
743,Anuradhapura,Anuradhapura,Thirappane,2013-01-23,Gunshot,Male,35,Subadults and adults,Intentional
744,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-01-24,Train Accident,Male,35,Subadults and adults,Unintentional
745,Anuradhapura,Vavuniya,Vavuniya South,2013-01-24,Poisned,Male,4-6,Juvenile,Intentional
746,Anuradhapura,Anuradhapura,Palugaswewa,2013-01-25,Electrocuted,Male,40,Subadults and adults,Unintentional
747,Anuradhapura,Anuradhapura,Thirappane,2013-01-25,Gunshot,Male,8,Juvenile,Intentional
748,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-01-30,Hakkapatas,Male,10-12,Juvenile,Intentional
749,Polonnaruwa,Trincomalee,Kinniya,2013-02-01,Hakkapatas,Male,10-12,Juvenile,Intentional
750,Polonnaruwa,Trincomalee,Kantalai,2013-02-02,Body destroyed,Male,20-25,Subadults and adults,Unknown
751,Uva,Monaragala,Medagama,2013-02-03,Gunshot,Female,10-12,Juvenile,Intentional
752,Eastern,Monaragala,Medagama,2013-02-03,Severe hemorrhage,Female,12-15,Subadults and adults,Natural
753,Southern,Ratnapura,Balangoda,2013-02-03,Unknown,Male,Unknown,Unknown,Unknown
754,Polonnaruwa,Trincomalee,Kantalai,2013-02-03,Unknown,Male,15,Subadults and adults,Unknown
755,Anuradhapura,Anuradhapura,N. Palatha Central,2013-02-05,Electrocuted,Male,30,Subadults and adults,Unintentional
756,Anuradhapura,Vavuniya,Padaviya,2013-02-06,Electrocuted,Female,15,Subadults and adults,Unintentional
757,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2013-02-07,Hakkapatas,Male,8-10,Juvenile,Intentional
758,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-02-07,Train Accident,Female,2.5,Calf,Unintentional
759,Anuradhapura,Vavuniya,Vavuniya,2013-02-08,Electrocuted,Male,35,Subadults and adults,Unintentional
760,Polonnaruwa,Trincomalee,Seruvila,2013-02-11,Gunshot,Male,25-30,Subadults and adults,Intentional
761,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-02-14,Accident,Female,2-3,Calf,Unintentional
762,Polonnaruwa,Trincomalee,Kantalai,2013-02-14,Natural,Female,35-40,Subadults and adults,Natural
763,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-02-15,Gunshot,Male,40-45,Subadults and adults,Intentional
764,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2013-02-15,Unknown,Female,25-30,Subadults and adults,Unknown
765,Central,Kandy,Udadumbara,2013-02-16,Unknown,Male,30,Subadults and adults,Unknown
766,Eastern,Ampara,Uhana,2013-02-16,Electrocuted,Male,30-35,Subadults and adults,Unintentional
767,Eastern,Ampara,Pothuvil,2013-02-17,Natural,Male,35-40,Subadults and adults,Natural
768,North Western,Kurunegala,Nikaweratiya,2013-02-22,Gunshot,Male,15-20,Subadults and adults,Intentional
769,Anuradhapura,Anuradhapura,Palugaswewa,2013-02-22,Electrocuted,Female,35,Subadults and adults,Unintentional
770,Anuradhapura,Anuradhapura,Palugaswewa,2013-02-22,Electrocuted,Male,40,Subadults and adults,Unintentional
771,Eastern,Ampara,Uhana,2013-02-25,Unknown,Unknown,Unknown,Unknown,Unknown
772,Uva,Monaragala,Katharagama,2013-03-01,Unknown,Unknown,45-50,Subadults and adults,Unknown
773,Polonnaruwa,Polonnaruwa,Welikanda,2013-03-01,Unknown,Male,4,Calf,Unknown
774,North Western,Puttalam,Vanathavilluwa,2013-03-07,Unknown,Male,40-45,Subadults and adults,Unknown
775,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2013-03-09,Hakkapatas,Female,40,Subadults and adults,Intentional
776,Anuradhapura,Mannar,Nanaddan,2013-03-12,Unknown,Unknown,Unknown,Unknown,Unknown
777,Anuradhapura,Anuradhapura,Thirappane,2013-03-12,Injured,Male,15,Subadults and adults,Natural
778,Eastern,Ampara,Thirukkovil,2013-03-14,Natural,Female,6 Months,Infant,Natural
779,Anuradhapura,Mannar,Nanaddan,2013-03-14,Unknown,Unknown,Unknown,Unknown,Unknown
780,Polonnaruwa,Trincomalee,Kuchchaveli,2013-03-14,Hakkapatas,Male,25-30,Subadults and adults,Intentional
781,Polonnaruwa,Trincomalee,Kantalai,2013-03-14,Accident,Male,3-4,Calf,Unintentional
782,Southern,Ratnapura,Weligepola,2013-03-15,Electrocuted,Male,25-40,Subadults and adults,Unintentional
783,Polonnaruwa,Polonnaruwa,Medirigiriya,2013-03-15,Unknown,Male,15-20,Subadults and adults,Unknown
784,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-03-16,Hakkapatas,Male,30,Subadults and adults,Intentional
785,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-03-16,Hakkapatas,Male,30,Subadults and adults,Intentional
786,Anuradhapura,Anuradhapura,Kekirawa,2013-03-18,Gunshot,Female,20,Subadults and adults,Intentional
787,Anuradhapura,Vavuniya,Padaviya,2013-03-19,Gunshot,Male,15,Subadults and adults,Intentional
788,Uva,Monaragala,Katharagama,2013-03-20,Gunshot,Male,40,Subadults and adults,Intentional
789,Polonnaruwa,Trincomalee,Seruvila,2013-03-20,Other,Female,30,Subadults and adults,Other
790,Uva,Monaragala,Wellawaya,2013-03-20,Electrocuted,Male,30-35,Subadults and adults,Unintentional
791,Eastern,Ampara,Mahiyanganaya,2013-03-20,Septicemia,Female,35-40,Subadults and adults,Natural
792,Polonnaruwa,Trincomalee,Kantalai,2013-03-21,Unknown,Male,30,Subadults and adults,Unknown
793,Eastern,Monaragala,Madulla,2013-03-21,Septicemia,Female,20-25,Subadults and adults,Natural
794,Polonnaruwa,Polonnaruwa,Welikanda,2013-03-22,Unknown,Female,35-40,Subadults and adults,Unknown
795,Uva,Monaragala,Madulla,2013-03-22,Gunshot,Female,12-20,Subadults and adults,Intentional
796,Anuradhapura,Anuradhapura,Ipalogama,2013-03-23,Poisned,Female,15,Subadults and adults,Intentional
797,Polonnaruwa,Trincomalee,Kantalai,2013-03-24,Unknown,Male,20,Subadults and adults,Unknown
798,North Western,Kurunegala,Giribawa,2013-03-26,Hakkapatas,Male,Unknown,Unknown,Intentional
799,Central,Kandy,Medadumbara,2013-03-28,Electrocuted,Female,15-17,Subadults and adults,Unintentional
800,Central,Kandy,Medadumbara,2013-03-28,Electrocuted,Male,15-17,Subadults and adults,Unintentional
801,North Western,Kurunegala,Mahawa,2013-03-29,Electrocuted,Female,30,Subadults and adults,Unintentional
802,North Western,Kurunegala,Mahawa,2013-03-29,Electrocuted,Male,4,Calf,Unintentional
803,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2013-03-29,Septicemia,Male,20-25,Subadults and adults,Natural
804,Polonnaruwa,Polonnaruwa,Lankapura,2013-04-01,Other,Male,6,Juvenile,Other
805,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-04-02,Accident,Male,7,Juvenile,Unintentional
806,Polonnaruwa,Polonnaruwa,Welikanda,2013-04-03,Hakkapatas,Female,10-12,Juvenile,Intentional
807,Anuradhapura,Anuradhapura,Horowpothana,2013-04-08,Hakkapatas,Male,15,Subadults and adults,Intentional
808,Anuradhapura,Anuradhapura,Nachchadoowa,2013-04-19,Gunshot,Female,2-3,Calf,Intentional
809,Uva,Monaragala,Wellawaya,2013-04-19,Unknown,Male,20,Subadults and adults,Unknown
810,Uva,Monaragala,Bibile,2013-04-19,Unknown,Male,40,Subadults and adults,Unknown
811,North Western,Kurunegala,Ehetuwewa,2013-04-22,Gunshot,Unknown,1 Week,Infant,Intentional
812,North Western,Kurunegala,Ehetuwewa,2013-04-22,Gunshot,Female,30-35,Subadults and adults,Intentional
813,Uva,Hambantota,Thissamaharama,2013-04-23,Unknown,Male,10,Juvenile,Unknown
814,Anuradhapura,Anuradhapura,Maha Vilachchiya,2013-04-23,Natural,Female,2,Calf,Natural
815,North Western,Puttalam,Vanathavilluwa,2013-04-23,Unknown,Male,35-40,Subadults and adults,Unknown
816,Polonnaruwa,Polonnaruwa,Lankapura,2013-04-25,Gunshot,Male,35-40,Subadults and adults,Intentional
817,Uva,Hambantota,Thissamaharama,2013-04-29,Unknown,Male,5,Juvenile,Unknown
818,Anuradhapura,Anuradhapura,Kebithigollewa,2013-05-06,Hakkapatas,Male,1-2,Calf,Intentional
819,Anuradhapura,Anuradhapura,Horowpothana,2013-05-07,Gunshot,Male,18,Subadults and adults,Intentional
820,Anuradhapura,Anuradhapura,Kekirawa,2013-05-08,Gunshot,Female,35,Subadults and adults,Intentional
821,North Western,Puttalam,Karuwalagaswewa,2013-05-08,Injured,Female,20-25,Subadults and adults,Natural
822,Anuradhapura,Vavuniya,Vavuniya South,2013-05-13,Injured,Male,35,Subadults and adults,Natural
823,Uva,Monaragala,Siyambalanduwa,2013-05-13,Unknown,Female,Unknown,Unknown,Unknown
824,Polonnaruwa,Polonnaruwa,Dambulla,2013-05-14,Electrocuted,Male,15-20,Subadults and adults,Unintentional
825,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-05-16,Hakkapatas,Male,15-20,Subadults and adults,Intentional
826,Uva,Hambantota,Thissamaharama,2013-05-18,Unknown,Unknown,3,Calf,Unknown
827,Eastern,Ampara,Lahugala,2013-05-22,Body destroyed,Unknown,7-10,Juvenile,Unknown
828,Eastern,Ampara,Ampara,2013-05-22,Poisned,Female,1.5,Calf,Intentional
829,Anuradhapura,Anuradhapura,Medawachchiya,2013-05-23,Hakkapatas,Male,3-4,Calf,Intentional
830,Anuradhapura,Anuradhapura,Thalawa,2013-05-25,Electrocuted,Male,22,Subadults and adults,Unintentional
831,Polonnaruwa,Trincomalee,Gomarankadawala,2013-05-26,Electrocuted,Male,20-25,Subadults and adults,Unintentional
832,Polonnaruwa,Trincomalee,Morawewa,2013-05-26,Hakkapatas,Female,25-40,Subadults and adults,Intentional
833,North Western,Kurunegala,Ehetuwewa,2013-05-29,Other,Male,1,Calf,Other
834,Anuradhapura,Vavuniya,Vavuniya South,2013-06-03,Hakkapatas,Male,15-20,Subadults and adults,Intentional
835,Anuradhapura,Vavuniya,Vavuniya South,2013-06-04,Injured,Male,30,Subadults and adults,Natural
836,Polonnaruwa,Trincomalee,Kinniya,2013-06-08,Unknown,Male,25,Subadults and adults,Unknown
837,North Western,Kurunegala,Ehetuwewa,2013-06-09,Electrocuted,Male,25-30,Subadults and adults,Unintentional
838,Polonnaruwa,Polonnaruwa,Medirigiriya,2013-06-21,Hakkapatas,Male,4-5,Juvenile,Intentional
839,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-06-21,Gunshot,Male,25,Subadults and adults,Intentional
840,Central,Nuwara Eliya,Ambagamuwa,2013-06-23,Natural,Male,55-60,Subadults and adults,Natural
841,Uva,Badulla,Hildummulla,2013-06-26,Unknown,Unknown,Unknown,Unknown,Unknown
842,Eastern,Ampara,Thirukkovil,2013-06-26,Unknown,Female,25-30,Subadults and adults,Unknown
843,Central,Badulla,Hildummulla,2013-06-28,Unknown,Male,25-30,Subadults and adults,Unknown
844,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-07-06,Unknown,Male,35-40,Subadults and adults,Unknown
845,Anuradhapura,Anuradhapura,Nachchadoowa,2013-07-10,Other,Male,30,Subadults and adults,Other
846,Polonnaruwa,Trincomalee,Kinniya,2013-07-11,Hakkapatas,Male,10-12,Juvenile,Intentional
847,Uva,Monaragala,Siyambalanduwa,2013-07-13,Gunshot,Female,35,Subadults and adults,Intentional
848,Polonnaruwa,Polonnaruwa,Welikanda,2013-07-13,Gunshot,Male,20,Subadults and adults,Intentional
849,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-07-15,Accident,Male,22-25,Subadults and adults,Unintentional
850,Uva,Monaragala,Medagama,2013-07-16,Unknown,Male,30-35,Subadults and adults,Unknown
851,Southern,Ratnapura,Weligepola,2013-07-18,Gunshot,Female,5-6,Juvenile,Intentional
852,North Western,Puttalam,Nawagattegama,2013-07-31,Accident,Male,7 Months,Infant,Unintentional
853,Eastern,Ampara,Mahaoya,2013-08-03,Unknown,Male,30,Subadults and adults,Unknown
854,North Western,Kurunegala,Polpithigama,2013-08-08,Poisned,Male,25,Subadults and adults,Intentional
855,Eastern,Ampara,Mahaoya,2013-08-12,Unknown,Female,30,Subadults and adults,Unknown
856,Polonnaruwa,Trincomalee,Verugal,2013-08-13,Body destroyed,Male,40,Subadults and adults,Unknown
857,Anuradhapura,Anuradhapura,Horowpothana,2013-08-14,Gunshot,Female,7,Juvenile,Intentional
858,North Western,Kurunegala,Mahawa,2013-08-14,Unknown,Female,30,Subadults and adults,Unknown
859,Uva,Monaragala,Thanamalvila,2013-08-14,Other,Male,20,Subadults and adults,Other
860,Uva,Hambantota,Thissamaharama,2013-08-19,Liver floot,Male,8-10,Juvenile,Natural
861,Eastern,Ampara,Mahaoya,2013-08-20,Unknown,Male,4-6,Juvenile,Unknown
862,Eastern,Ampara,Uhana,2013-08-24,Unknown,Female,8,Juvenile,Unknown
863,Eastern,Ampara,Padiyathalawa,2013-08-31,Unknown,Male,4,Calf,Unknown
864,Anuradhapura,Anuradhapura,Palugaswewa,2013-09-03,Train Accident,Male,10,Juvenile,Unintentional
865,Uva,Monaragala,Siyambalanduwa,2013-09-08,Unknown,Male,35-40,Subadults and adults,Unknown
866,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-09-09,Hakkapatas,Female,35-40,Subadults and adults,Intentional
867,Anuradhapura,Anuradhapura,Maha Vilachchiya,2013-09-11,Gunshot,Male,14,Subadults and adults,Intentional
868,Polonnaruwa,Polonnaruwa,Elahera,2013-09-14,Gunshot,Male,35-40,Subadults and adults,Intentional
869,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-09-15,Accident,Male,2.5,Calf,Unintentional
870,North Western,Kurunegala,Ehetuwewa,2013-09-16,Unknown,Female,8-10,Juvenile,Unknown
871,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-09-17,Unknown,Male,40-45,Subadults and adults,Unknown
872,Central,Kandy,Minipe,2013-09-21,Unknown,Male,30,Subadults and adults,Unknown
873,Anuradhapura,Anuradhapura,Medawachchiya,2013-09-24,Train Accident,Female,18,Subadults and adults,Unintentional
874,Polonnaruwa,Polonnaruwa,Medirigiriya,2013-09-24,Injured,Male,8-10,Juvenile,Natural
875,Eastern,Ampara,Damana,2013-09-26,Unknown,Female,6,Juvenile,Unknown
876,Southern,Ratnapura,Embilipitiya,2013-09-30,Natural,Female,Unknown,Unknown,Natural
877,Anuradhapura,Anuradhapura,Thalawa,2013-10-01,Other,Unknown,2,Calf,Other
878,Polonnaruwa,Trincomalee,Gomarankadawala,2013-10-02,Hakkapatas,Female,15-18,Subadults and adults,Intentional
879,Polonnaruwa,Trincomalee,Morawewa,2013-10-05,Hakkapatas,Female,5-6,Juvenile,Intentional
880,Polonnaruwa,Trincomalee,Morawewa,2013-10-06,Hakkapatas,Female,25-30,Subadults and adults,Intentional
881,Polonnaruwa,Polonnaruwa,Welikanda,2013-10-07,Hakkapatas,Female,8,Juvenile,Intentional
882,Eastern,Ampara,Dehiattakandiya,2013-10-08,Gunshot,Female,30,Subadults and adults,Intentional
883,Polonnaruwa,Trincomalee,Gomarankadawala,2013-10-08,Hakkapatas,Male,4-5,Juvenile,Intentional
884,Polonnaruwa,Trincomalee,Kuchchaveli,2013-10-09,Unknown,Male,25-30,Subadults and adults,Unknown
885,Polonnaruwa,Trincomalee,Morawewa,2013-10-10,Unknown,Female,15-20,Subadults and adults,Unknown
886,Anuradhapura,Anuradhapura,Nochchiyagama,2013-10-13,Gunshot,Female,30,Subadults and adults,Intentional
887,Anuradhapura,Anuradhapura,Kahatagasdigiliya,2013-10-15,Unknown,Female,20,Subadults and adults,Unknown
888,Anuradhapura,Anuradhapura,Horowpothana,2013-10-18,Hakkapatas,Female,7,Juvenile,Intentional
889,Anuradhapura,Anuradhapura,Thirappane,2013-10-18,Other,Male,35-40,Subadults and adults,Other
890,Polonnaruwa,Polonnaruwa,Dimbulagala,2013-10-19,Hakkapatas,Male,5-6,Juvenile,Intentional
891,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2013-10-22,Gunshot,Female,40-45,Subadults and adults,Intentional
892,Anuradhapura,Anuradhapura,Thirappane,2013-10-26,Accident,Male,45,Subadults and adults,Unintentional
893,Polonnaruwa,Polonnaruwa,Welikanda,2013-10-27,Accident,Male,25-30,Subadults and adults,Unintentional
894,Anuradhapura,Anuradhapura,Horowpothana,2013-10-29,Hakkapatas,Female,8,Juvenile,Intentional
895,Southern,Ratnapura,Embilipitiya,2013-10-31,Natural,Male,Unknown,Unknown,Natural
896,Anuradhapura,Anuradhapura,Horowpothana,2013-11-01,Hakkapatas,Female,5,Juvenile,Intentional
897,Uva,Monaragala,Lunugamvehera,2013-11-02,Unknown,Male,1 Month,Infant,Unknown
898,Anuradhapura,Anuradhapura,Horowpothana,2013-11-08,Hakkapatas,Female,15,Subadults and adults,Intentional
899,Eastern,Monaragala,Siyambalanduwa,2013-11-08,Hakkapatas,Male,5,Juvenile,Intentional
900,Uva,Monaragala,Buttala,2013-11-09,Gunshot,Male,25,Subadults and adults,Intentional
901,Polonnaruwa,Trincomalee,Gomarankadawala,2013-11-13,Hakkapatas,Female,8-10,Juvenile,Intentional
902,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2013-11-18,Unknown,Male,35-40,Subadults and adults,Unknown
903,Anuradhapura,Anuradhapura,Horowpothana,2013-11-19,Unknown,Male,15,Subadults and adults,Unknown
904,Anuradhapura,Anuradhapura,Kekirawa,2013-11-20,Poisned,Male,55-60,Subadults and adults,Intentional
905,Polonnaruwa,Polonnaruwa,Welikanda,2013-11-20,Natural,Male,1 Month,Infant,Natural
906,Southern,Hambantota,Lunugamvehera,2013-11-22,Electrocuted,Male,30-35,Subadults and adults,Unintentional
907,Southern,Hambantota,Hambantota,2013-11-23,Electrocuted,Male,12-15,Subadults and adults,Unintentional
908,Southern,Hambantota,Hambantota,2013-11-23,Electrocuted,Female,18-20,Subadults and adults,Unintentional
909,Eastern,Ampara,Mahiyanganaya,2013-11-23,Body destroyed,Male,30-35,Subadults and adults,Unknown
910,Southern,Hambantota,Hambantota,2013-11-23,Electrocuted,Female,20-25,Subadults and adults,Unintentional
911,Southern,Hambantota,Hambantota,2013-11-23,Electrocuted,Female,1,Calf,Unintentional
912,Polonnaruwa,Trincomalee,Kantalai,2013-11-24,Poisned,Male, 20-25,Subadults and adults,Intentional
913,Polonnaruwa,Polonnaruwa,Thamankaduwa,2013-11-25,Train Accident,Male,40,Subadults and adults,Unintentional
914,Anuradhapura,Anuradhapura,Galenbindunuwewa,2013-11-30,Unknown,Male,8,Juvenile,Unknown
915,Uva,Monaragala,Siyambalanduwa,2013-11-30,Unknown,Female,1.5,Calf,Unknown
916,Southern,Ratnapura,Embilipitiya,2013-11-30,Natural,Female,Unknown,Unknown,Natural
917,Eastern,Ampara,Lahugala,2013-12-01,Hakkapatas,Female,10-12,Juvenile,Intentional
918,Polonnaruwa,Trincomalee,Kantalai,2013-12-02,Gunshot,Male,25-30,Subadults and adults,Intentional
919,Polonnaruwa,Trincomalee,Morawewa,2013-12-05,Hakkapatas,Female,15-20,Subadults and adults,Intentional
920,Polonnaruwa,Polonnaruwa,Hingurakgoda,2013-12-06,Train Accident,Male,25-30,Subadults and adults,Unintentional
921,Anuradhapura,Anuradhapura,Kekirawa,2013-12-07,Accident,Male,1 day,Unknown,Unintentional
922,Polonnaruwa,Trincomalee,Seruvila,2013-12-07,Gunshot,Male,18-22,Subadults and adults,Intentional
923,Anuradhapura,Anuradhapura,Palugaswewa,2013-12-09,Train Accident,Male,25,Subadults and adults,Unintentional
924,Eastern,Ampara,Damana,2013-12-09,Unknown,Male,40-45,Subadults and adults,Unknown
925,Southern,Monaragala,Thanamalvila,2013-12-10,Other,Female,35,Subadults and adults,Other
926,Anuradhapura,Anuradhapura,Kekirawa,2013-12-11,Gunshot,Male,35,Subadults and adults,Intentional
927,Southern,Monaragala,Thanamalvila,2013-12-15,Other,Female,30,Subadults and adults,Other
928,Southern,Hambantota,Hambantota,2013-12-16,Electrocuted,Male,25,Subadults and adults,Unintentional
929,Eastern,Ampara,Samanthurai,2013-12-16,Electrocuted,Male,35-38,Subadults and adults,Unintentional
930,North Western,Puttalam,Nawagattegama,2013-12-20,Gunshot,Male,15-20,Subadults and adults,Intentional
931,Polonnaruwa,Trincomalee,Morawewa,2013-12-22,Hakkapatas,Male,7-9,Juvenile,Intentional
932,Uva,Monaragala,Siyambalanduwa,2013-12-24,Gunshot,Female,25-30,Subadults and adults,Intentional
933,Southern,Hambantota,Hambantota,2013-12-24,Electrocuted,Male,25-30,Subadults and adults,Unintentional
934,North Western,Kurunegala,Galgamuwa,2013-12-24,Poisned,Female,25-30,Subadults and adults,Intentional
935,Eastern,Ampara,Damana,2013-12-25,Unknown,Male,30-35,Subadults and adults,Unknown
936,Polonnaruwa,Trincomalee,Seruvila,2013-12-27,Unknown,Female,25-30,Subadults and adults,Unknown
937,Southern,Ratnapura,Embilipitiya,2013-12-31,Natural,Female,Unknown,Unknown,Natural
938,North Western,Puttalam,Nawagattegama,2013-12-31,Accident,Unknown,Unknown,Unknown,Unintentional
939,Southern,Monaragala,Thanamalvila,2014-01-05,Natural,Female,30,Subadults and adults,Natural
940,Polonnaruwa,Polonnaruwa,Medirigiriya,2014-01-09,Gunshot,Female,15-18,Subadults and adults,Intentional
941,Polonnaruwa,Polonnaruwa,Lankapura,2014-01-12,Hakkapatas,Male,15-20,Subadults and adults,Intentional
942,Eastern,Batticaloa,Eravur Pattu,2014-01-14,Hakkapatas,Male,25-30,Subadults and adults,Intentional
943,Polonnaruwa,Polonnaruwa,Elahera,2014-01-16,Gunshot,Female,15,Subadults and adults,Intentional
944,Southern,Monaragala,Thanamalvila,2014-01-17,Gunshot,Male,35,Subadults and adults,Intentional
945,Anuradhapura,Anuradhapura,N. Palatha Central,2014-01-19,Electrocuted,Male,20,Subadults and adults,Unintentional
